"number","title","pageid","namespace","length","touched"
"1","Albedo","39","","64210","20230625155404"
"2","International_Atomic_Time","334","","15183","20230319083111"
"3","Andorra","600","","134772","20230628090540"
"4","Alaska","624","","186821","20230629204836"
"5","Asia","689","","123669","20230702114512"
"6","Alexander_the_Great","783","","220266","20230704020005"
"7","Anatolia","854","","76118","20230630103659"
"8","Augustin-Jean_Fresnel","1141","","207686","20230425153857"
"9","Angle","1196","","50707","20230623175344"
"10","Astronomical_unit","1210","","54450","20230620160349"
"11","Acoustic_theory","1234","","11785","20210719002250"
"12","Anisotropy","1264","","20612","20230614174806"
"13","Amazon_River","1701","","107769","20230625175028"
"14","Antiprism","1851","","19931","20230302021930"
"15","Geography_of_Africa","1854","","38128","20230620205704"
"16","Ampicillin","1912","","34357","20230622224259"
"17","Al-Qaeda","1921","","313219","20230702141748"
"18","Australian_Capital_Territory","1944","","117402","20230613033641"
"19","Amerigo_Vespucci","2062","","44604","20230423232908"
"20","Aeronautics","2082","","23093","20230313074131"
"21","Assyria","2085","","143326","20230702192400"
"22","Afghans","2235","","43267","20230625111554"
"23","Acceleration","2443","","22243","20230619061700"
"24","Aarau","2466","","43718","20230524131213"
"25","Arthur_Phillip","2563","","62003","20230629061554"
"26","Abd_al-Rahman_III","2678","","42082","20230604171253"
"27","Aberration_(astronomy)","2703","","60606","20230522181556"
"28","Arabian_Sea","2747","","24484","20230629175838"
"29","Angular_momentum","2839","","91153","20230701210215"
"30","Amoxicillin","2885","","39976","20230625150215"
"31","Albanians","2927","","235129","20230630153906"
"32","The_Bush_(Alaska)","2941","","2722","20211022120456"
"33","Acts_of_Union_1707","2987","","95302","20230614201339"
"34","Autonomous_building","3022","","41619","20221109091814"
"35","Amu_Darya","3067","","35148","20230621183157"
"36","Bonn","3295","","69994","20230629070421"
"37","Black_Sea","3386","","117077","20230630103711"
"38","Bangladesh","3454","","303171","20230701164727"
"39","Brunei","3466","","121819","20230629195407"
"40","Brussels","3708","","250915","20230620211646"
"41","Berlin_Wall","3722","","150714","20230627165200"
"42","Banach_space","3989","","105744","20230701130909"
"43","Borsuk–Ulam_theorem","4064","","13232","20230529110734"
"44","Brouwer_fixed-point_theorem","4101","","61858","20230526040404"
"45","Bipedalism","4210","","80087","20230620064016"
"46","Borneo","4518","","105486","20230630195740"
"47","Basques","4660","","89996","20230628225303"
"48","Bézier_curve","4664","","49110","20230606060747"
"49","British_Empire","4721","","153299","20230625110503"
"50","Bakassi","4756","","19692","20230621002526"
"51","Biome","4802","","49059","20230703121558"
"52","Bengal","4862","","142297","20230630152057"
"53","Basel","4911","","135806","20230626123823"
"54","Bernoulli_number","4964","","94251","20230620094314"
"55","Country_code","5375","","8523","20230620012955"
"56","China","5405","","351617","20230704024102"
"57","Cyprus","5593","","215099","20230630105645"
"58","Constantinople","5646","","96372","20230703154907"
"59","Constitutional_monarchy","5649","","46398","20230701132244"
"60","Channel_Tunnel","5702","","154006","20230703202757"
"61","Comet","5962","","142893","20230628101128"
"62","Cahn–Ingold–Prelog_priority_rules","6034","","26345","20230615105405"
"63","Compact_space","6042","","44437","20230702214926"
"64","Cauchy_sequence","6085","","20360","20230607081534"
"65","Continuous_function","6122","","62738","20230428155330"
"66","Cantor_set","6172","","45724","20230624182048"
